,BuildingType,PrimaryPropertyType,PropertyName,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions,GHGEmissionsIntensity
3297,Multifamily MR (5-9),Mid-Rise Multifamily,Cheryl Chow Court,98107.0,6,BALLARD,47.6704,-122.38277,2014,1.0,6,39286,0,39286,Multifamily Housing,Multifamily Housing,24380.0,,,,,14.0,57.09999847,59.5,179.3000031,186.6999969,1392299.75,1449795.375,0.0,1392300.0,0.0,False,Compliant,9.71,0.25
3298,Multifamily MR (5-9),Mixed Use Property,12th Ave Arts,98122.0,3,EAST,47.61605,-122.3165,2012,1.0,6,158967,0,158967,"Multifamily Housing, Office, Other, Parking, Performing Arts, Restaurant",Multifamily Housing,68575.0,Parking,43408.0,Office,24879.0,55.0,55.0,55.0,137.1000061,137.1000061,5832666.5,5832666.5,0.0,4026715.0,1805951.0,False,Compliant,123.99,0.78
3299,Multifamily MR (5-9),Mid-Rise Multifamily,129610 - Identity Seattle Building I,98105.0,4,NORTHEAST,47.65713,-122.31527,2014,2.0,7,42905,0,42905,Multifamily Housing,Multifamily Housing,31939.0,,,,,95.0,51.59999847,55.20000076,131.5,141.5,1649327.625,1762563.5,0.0,1181264.0,468063.0,False,Compliant,33.09,0.77
3300,Multifamily MR (5-9),Mid-Rise Multifamily,Zephyr Apts,98102.0,3,EAST,47.61986,-122.32381,2014,1.0,7,85647,0,85647,"Multifamily Housing, Parking",Multifamily Housing,72528.0,Parking,13119.0,,,7.0,57.0,58.90000153,156.8000031,162.1000061,4135280.25,4272179.5,0.0,3364530.0,770750.0,False,Compliant,64.39,0.75
3301,Multifamily LR (1-4),Senior Care Community,Columbia Gardens at Rainier Court,98144.0,2,SOUTHEAST,47.57113,-122.29048,2014,1.0,4,45892,0,45892,Senior Care Community,Senior Care Community,45892.0,,,,,99.0,41.5,43.59999847,113.4000015,119.4000015,1904641.75,2000258.625,0.0,1533384.0,371257.0,False,Compliant,30.41,0.66
3302,Multifamily HR (10+),High-Rise Multifamily,Premiere on Pine,98101.0,7,DOWNTOWN,47.61324,-122.33223,2014,1.0,41,499477,0,499477,"Multifamily Housing, Parking, Restaurant",Multifamily Housing,307810.0,Parking,100000.0,,,40.0,67.09999847,0.0,140.1000061,0.0,20657852.0,0.0,0.0,10250156.0,10370435.0,False,Compliant,622.23,1.25
3303,Multifamily MR (5-9),Mid-Rise Multifamily,Sedona 80 LLC,98115.0,5,NORTHEAST,47.69087,-122.30629,2014,1.0,6,26198,0,26198,Multifamily Housing,Multifamily Housing,16550.0,,,,,100.0,64.09999847,68.5,109.3000031,113.9000015,1060818.25,1132967.5,0.0,332604.0,728214.0,False,Compliant,40.99,1.56
3304,Multifamily MR (5-9),Mid-Rise Multifamily,AMLI Mark24,98107.0,6,BALLARD,47.66895,-122.38881,2014,1.0,7,418285,0,418285,"Multifamily Housing, Parking",Multifamily Housing,418277.0,Parking,127633.0,,,100.0,20.0,20.0,50.5,50.5,8374301.0,8374301.0,0.0,5901756.0,2472544.0,False,Compliant,172.46,0.41
3305,Multifamily MR (5-9),Mid-Rise Multifamily,Latitude Apartments,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62366,-122.3603,2014,1.0,5,70191,0,70191,"Multifamily Housing, Parking",Multifamily Housing,70191.0,Parking,26287.0,,,98.0,30.70000076,31.0,73.80000305,74.19999695,2152312.5,2178109.0,0.0,1396246.0,756066.0,False,Compliant,49.89,0.71
3306,Multifamily MR (5-9),Mid-Rise Multifamily,Lightbox Apartments,98105.0,4,NORTHEAST,47.66224,-122.31989,2014,1.0,7,82087,0,82087,"Multifamily Housing, Parking",Multifamily Housing,82087.0,Parking,25194.0,,,100.0,21.29999924,22.0,66.80000305,69.0,1747090.375,1803577.0,0.0,1747090.0,0.0,False,Compliant,12.18,0.15
3307,Multifamily MR (5-9),Mid-Rise Multifamily,306 QA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.6213,-122.35622,2014,1.0,8,31990,0,31990,Multifamily Housing,Multifamily Housing,31990.0,,,,,98.0,33.5,35.09999847,76.59999847,80.59999847,1072487.875,1122836.25,0.0,633880.0,438608.0,False,Compliant,27.71,0.87
3308,Multifamily MR (5-9),Mid-Rise Multifamily,The Local 422,98102.0,3,EAST,47.62266,-122.32501,2015,1.0,7,33625,0,33625,Multifamily Housing,Multifamily Housing,33753.0,,,,,97.0,28.89999962,30.60000038,69.59999847,74.90000153,974940.375,1031302.188,0.0,634582.0,340358.0,False,Compliant,22.5,0.67
3309,Multifamily MR (5-9),Mid-Rise Multifamily,"Caroline W, LLC",98102.0,3,EAST,47.62301,-122.32337,2015,1.0,5,22455,0,22455,Multifamily Housing,Multifamily Housing,21600.0,,,,,95.0,31.89999962,34.29999924,100.1999969,107.5999985,689373.8125,740374.0,0.0,689374.0,0.0,False,Compliant,4.81,0.21
3310,Multifamily LR (1-4),Low-Rise Multifamily,Velo,98103.0,4,LAKE UNION,47.65155,-122.34434,2014,1.0,4,182378,0,182378,"Multifamily Housing, Parking",Multifamily Housing,182378.0,Parking,44800.0,,,100.0,23.29999924,23.70000076,51.79999924,52.20000076,4249212.0,4330775.0,0.0,2382875.0,1866337.0,False,Compliant,115.73,0.63
3311,Multifamily MR (5-9),Mid-Rise Multifamily,525 at the Enclave,98125.0,5,NORTH,47.70833,-122.32203,2014,1.0,5,313595,92315,221280,"Multifamily Housing, Parking",Multifamily Housing,163984.0,Parking,60000.0,,,87.0,44.79999924,45.40000153,109.5999985,110.3000031,7338641.5,7447660.0,0.0,4914130.0,2424511.0,False,Compliant,163.02,0.52
3312,NonResidential,Small- and Mid-Sized Office,Chophouse Row,98122.0,3,EAST,47.61371,-122.31774,2015,1.0,5,37873,0,37873,"Multifamily Housing, Office, Parking, Restaurant, Retail Store",Office,25927.0,Parking,5834.0,Multifamily Housing,5160.0,,62.0,62.0,136.3999939,136.3999939,2346692.5,2346692.5,0.0,1292155.0,1054537.0,False,Compliant,65.01,1.72
3313,Multifamily MR (5-9),Mid-Rise Multifamily,Lexicon Apartments,98102.0,3,EAST,47.61932,-122.32184,2014,1.0,7,62049,0,62049,"Multifamily Housing, Parking",Multifamily Housing,30480.0,Parking,16810.0,,,91.0,35.0,34.79999924,107.5,107.4000015,1066276.75,1061854.75,0.0,1032362.0,33915.0,False,Compliant,9.0,0.15
3314,Multifamily LR (1-4),Low-Rise Multifamily,The Weatherford,98112.0,3,EAST,47.61975,-122.31467,2014,1.0,4,43566,0,43566,"Multifamily Housing, Parking",Multifamily Housing,43566.0,Parking,8602.0,,,62.0,26.70000076,27.89999962,83.80000305,87.80000305,1163324.75,1217590.75,0.0,1163324.0,0.0,False,Compliant,8.11,0.19
3315,Multifamily HR (10+),High-Rise Multifamily,Walton Lofts,98121.0,7,DOWNTOWN,47.61428,-122.35056,2014,1.0,12,123686,0,123686,"Multifamily Housing, Parking",Multifamily Housing,152301.0,Parking,0.0,,,77.0,29.70000076,30.0,76.80000305,77.80000305,4524791.0,4573978.0,0.0,3323059.0,1201731.0,False,Compliant,86.99,0.7
3316,Multifamily MR (5-9),Mid-Rise Multifamily,Angeline Apartments,98118.0,2,SOUTHEAST,47.55926,-122.28654,2015,1.0,6,283479,0,283479,"Multifamily Housing, Parking",Multifamily Housing,165828.0,Parking,86340.0,,,100.0,41.09999847,41.79999924,76.90000153,79.0,6821833.0,6930938.5,0.0,2677352.0,4144480.0,False,Compliant,238.78,0.84
3317,NonResidential,Large Office,Dexter Station,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62906,-122.34259,2015,1.0,10,513816,0,513816,"Office, Parking, Restaurant",Office,359040.0,Parking,151658.0,Restaurant,1087.0,,52.09999847,52.09999847,153.1000061,153.1000061,18760766.0,18760766.0,0.0,16953109.0,1807655.0,False,Compliant,214.19,0.42
3318,Multifamily MR (5-9),Mid-Rise Multifamily,Compass on Dexter,98117.0,7,LAKE UNION,47.62001,-122.34196,2014,1.0,6,81993,0,81993,"Multifamily Housing, Office",Multifamily Housing,63596.0,Office,6354.0,,,84.0,36.20000076,37.40000153,83.59999847,84.90000153,2530075.25,2615580.0,0.0,1528002.0,1002074.0,False,Compliant,63.87,0.78
3319,NonResidential,Hotel,Hilton Garden Inn Seattle,98101.0,7,DOWNTOWN,47.61665,-122.33261,2015,1.0,14,144614,0,144614,Hotel,Hotel,159500.0,,,,,89.0,34.59999847,34.79999924,105.4000015,105.5999985,5525072.5,5547964.5,0.0,5269208.0,255864.0,False,Compliant,50.32,0.35
3320,NonResidential,Large Office,"MAPS 325 Ninth Avenue North, LLC",98109.0,7,LAKE UNION,47.62146,-122.33976,2014,1.0,12,480702,163260,317442,"Office, Parking",Office,341897.0,Parking,136594.0,,,99.0,37.20000076,37.79999924,109.0999985,110.0,12720069.0,12926544.0,0.0,11452968.0,1267099.0,False,Compliant,147.14,0.31
3321,NonResidential,Mixed Use Property,Salmon Bay Marine Center West,98199.0,7,MAGNOLIA / QUEEN ANNE,47.66144,-122.38723,2014,1.0,2,25532,0,25532,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc)",Office,11745.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",11745.0,,,,26.70000076,28.5,83.90000153,89.59999847,627854.125,670291.0,0.0,627854.0,0.0,False,Compliant,4.38,0.17
3322,NonResidential,Other,Honda of Seattle/Toyota of Seattle,98134.0,2,GREATER DUWAMISH,47.58542,-122.32185,2015,1.0,2,108036,0,108036,"Automobile Dealership, Parking",Parking,202171.0,Automobile Dealership,108036.0,,,,46.20000076,49.0,121.0999985,124.0999985,4991893.5,5298717.5,0.0,3752536.0,1239357.0,False,Compliant,91.98,0.85
3323,Multifamily MR (5-9),Mid-Rise Multifamily,Junction 47,98116.0,1,SOUTHWEST,47.56081,-122.38589,2015,2.0,6,271922,75134,196788,"Multifamily Housing, Parking",Multifamily Housing,181589.0,Parking,70493.0,,,87.0,42.29999924,0.0,95.0,0.0,7682562.5,0.0,0.0,4390206.0,3292117.0,False,Compliant,205.45,0.76
3324,NonResidential,Large Office,"Sidneysea, LLC",98109.0,7,LAKE UNION,47.62263,-122.33976,2015,1.0,12,483397,166208,317189,"Office, Parking",Office,342173.0,Parking,147597.0,,,98.0,40.90000153,42.09999847,114.5999985,117.5999985,13998638.0,14409447.0,0.0,11733018.0,2265619.0,False,Compliant,202.12,0.42
3325,Multifamily MR (5-9),Mid-Rise Multifamily,AMLI South Lake Union 2,98109.0,7,LAKE UNION,47.62383,-122.33143,2014,1.0,8,110964,0,110964,"Multifamily Housing, Parking",Multifamily Housing,104384.0,Parking,27261.0,,,98.0,30.89999962,31.39999962,74.09999847,74.69999695,3220534.0,3274963.75,0.0,2084302.0,1136232.0,False,Compliant,74.88,0.67
3326,Multifamily MR (5-9),Mid-Rise Multifamily,Odin,98116.0,6,BALLARD,47.66786,-122.38112,2014,2.0,7,318835,0,318835,"Multifamily Housing, Parking",Multifamily Housing,236227.0,Parking,82608.0,,,100.0,30.39999962,31.10000038,73.30000305,75.59999847,7180055.0,7355683.0,0.0,4675443.0,2504611.0,False,Compliant,165.61,0.52
3327,Multifamily LR (1-4),Low-Rise Multifamily,PACIFIC CENTER CONDOMINIUM (ID50049),98104.0,2,DOWNTOWN,47.5998,-122.32034,2000,1.0,4,44650,0,44650,Multifamily Housing,Multifamily Housing,44650.0,,,,,58.0,28.0,29.20000076,87.80000305,91.80000305,1248599.0,1305528.375,0.0,1248599.0,0.0,False,Compliant,8.7,0.19
3328,Multifamily MR (5-9),Mid-Rise Multifamily,Cue Apartments (Whole-Building),98122.0,3,EAST,47.61508,-122.32243,2015,1.0,7,92208,11837,80371,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,82208.0,Retail Store,10000.0,Parking,9000.0,100.0,21.89999962,21.89999962,55.79999924,55.79999924,2015280.125,2015280.125,0.0,1447485.0,567795.0,False,Compliant,40.25,0.44
3329,Nonresidential COS,Large Office,400 FAIRVIEW OFFICE BLDG,98109.0,7,LAKE UNION,47.62251,-122.3339,2014,1.0,13,536697,197659,339038,"Office, Parking, Retail Store",Office,342838.0,Parking,202178.0,Retail Store,6313.200195,98.0,37.90000153,40.20000076,99.19999695,101.5999985,13239050.0,14037166.0,0.0,9925769.0,3313279.0,False,Compliant,245.16,0.46
3330,Multifamily MR (5-9),Mid-Rise Multifamily,129610 - Identity Seattle Building D,98105.0,4,NORTHEAST,47.65756,-122.31584,2014,2.0,7,42393,0,42393,Multifamily Housing,Multifamily Housing,31748.0,,,,,96.0,51.20000076,54.70000076,132.1000061,142.1000061,1625695.75,1736628.5,0.0,1189427.0,436269.0,False,Compliant,31.46,0.74
3331,Multifamily MR (5-9),Mid-Rise Multifamily,Kebero Court,98122.0,3,EAST,47.60246,-122.31771,2015,1.0,6,128460,0,128460,Multifamily Housing,Multifamily Housing,128460.0,,,,,99.0,16.60000038,16.60000038,52.0,52.0,2127077.25,2127077.25,0.0,2127077.0,0.0,False,Compliant,14.83,0.12
3332,Multifamily MR (5-9),Mid-Rise Multifamily,Smith & Burns Apartments,98103.0,4,LAKE UNION,47.66111,-122.34106,2015,1.0,5,175844,52045,123799,"Multifamily Housing, Parking",Multifamily Housing,99554.0,Parking,24000.0,,,99.0,32.0,32.90000153,77.69999695,80.5,3182301.0,3271013.0,0.0,2103570.0,1078731.0,False,Compliant,71.96,0.41
3333,Multifamily HR (10+),High-Rise Multifamily,Cirrus,98121.0,7,DOWNTOWN,47.61652,-122.33735,2015,1.0,40,319481,41915,277566,"Multifamily Housing, Office, Other - Lodging/Residential, Parking, Retail Store",Multifamily Housing,308680.0,Other - Lodging/Residential,52538.0,Parking,35180.0,,41.90000153,41.90000153,96.09999847,96.09999847,15404161.0,15404161.0,0.0,9164908.0,6239252.0,False,Compliant,395.26,1.24
3334,Multifamily LR (1-4),Low-Rise Multifamily,Wedgewood Estates Building A,98115.0,4,NORTHEAST,47.68437,-122.28706,1981,1.0,3,48230,0,48230,"Multifamily Housing, Parking",Multifamily Housing,26175.0,Parking,16425.0,,,80.0,29.89999962,31.60000038,94.0,99.40000153,783345.6875,828388.6875,0.0,783346.0,0.0,False,Compliant,5.46,0.11
3335,Multifamily LR (1-4),Low-Rise Multifamily,Wedgewood Estates Building B,98115.0,4,NORTHEAST,47.6843,-122.28772,1981,1.0,4,53100,0,53100,"Multifamily Housing, Parking",Multifamily Housing,32007.0,Parking,20754.0,,,70.0,30.20000076,32.0,94.80000305,100.5,966812.125,1024886.688,0.0,966812.0,0.0,False,Compliant,6.74,0.13
3336,Multifamily MR (5-9),Mid-Rise Multifamily,Hirabayashi Place,98104.0,2,DOWNTOWN,47.60029,-122.32844,2015,1.0,7,91128,0,91128,Multifamily Housing,Multifamily Housing,91128.0,Retail Store,6340.0,,,99.0,21.39999962,21.39999962,49.09999847,49.09999847,1953919.875,1953919.875,0.0,1160458.0,793462.0,False,Compliant,50.23,0.55
3337,NonResidential,Hotel,Olympic Hospitality,98103.0,4,LAKE UNION,47.65476,-122.34732,2014,1.0,4,126823,41539,85284,"Hotel, Parking, Swimming Pool",Hotel,88157.0,Parking,41539.0,Swimming Pool,0.0,72.0,68.5,68.5,169.5,169.5,6042399.5,6042399.5,0.0,4115620.0,1926779.0,False,Compliant,131.02,1.03
3338,NonResidential,Warehouse,Airport - Maintenance Shop - DOT: KCIA,98108.0,2,GREATER DUWAMISH,47.54425,-122.31776,1955,1.0,1,52085,4222,47863,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,52085.0,,,,,37.0,69.19999695,80.30000305,102.0999985,114.5999985,3605855.5,4182621.75,0.0,732803.0,2873052.0,False,Compliant,157.7,3.03
3339,NonResidential,Small- and Mid-Sized Office,Airport - Main Terminal,98108.0,2,GREATER DUWAMISH,47.53161,-122.29944,1929,1.0,2,24990,0,24990,Office,Office,24990.0,,,,,9.0,176.8999939,189.3000031,367.0,378.7000122,4420650.5,4731813.5,0.0,2167029.0,2253621.0,False,Compliant,134.8,5.39
3340,NonResidential,Other,Tennis Center Sand Point,98155.0,4,NORTHEAST,47.68109,-122.2618,2013,1.0,1,72000,0,72000,Other - Recreation,Other - Recreation,72000.0,,,,,,40.59999847,44.40000153,97.90000153,101.8000031,2925780.0,3198858.0,0.0,1901620.0,1024160.0,False,Compliant,67.65,0.94
3341,Multifamily MR (5-9),Mid-Rise Multifamily,The Westside Off Broadway,98102.0,3,EAST,47.62107,-122.32156,2015,1.0,7,41384,15062,26322,"Multifamily Housing, Other - Restaurant/Bar, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc)",Multifamily Housing,34643.0,Parking,8266.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",1714.0,100.0,0.400000006,0.400000006,1.100000024,1.100000024,13409.0,13409.0,0.0,13409.0,0.0,False,Non-Compliant,0.09,0.0
3342,Multifamily MR (5-9),Mid-Rise Multifamily,Soren Apartments,98107.0,6,BALLARD,47.67054,-122.388,2015,1.0,6,121218,29825,91393,"Multifamily Housing, Parking",Multifamily Housing,91393.0,Parking,29825.0,,,100.0,21.5,21.5,48.79999924,48.79999924,1962106.75,1962106.75,0.0,1147656.0,814451.0,False,Compliant,51.26,0.42
3343,Multifamily MR (5-9),Mid-Rise Multifamily,Greenwood Place Apartments,98133.0,5,NORTHWEST,47.73256,-122.3559,2015,1.0,5,59653,14383,45270,"Multifamily Housing, Parking",Multifamily Housing,49359.0,Parking,10664.0,,,98.0,23.29999924,24.10000038,69.5,71.69999695,1152368.25,1187254.375,0.0,1061801.0,90567.0,False,Compliant,12.21,0.2
3344,Multifamily MR (5-9),Mid-Rise Multifamily,Astro Apartments,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62157,-122.35569,2015,1.0,7,260051,90503,169548,"Multifamily Housing, Parking",Multifamily Housing,145784.0,Parking,64341.0,,,98.0,36.5,36.5,87.69999695,87.69999695,5328224.0,5328224.0,0.0,3441936.0,1886287.0,False,Compliant,124.18,0.48
3345,Multifamily MR (5-9),Mid-Rise Multifamily,bridges@11th,98105.0,4,NORTHEAST,47.66221,-122.31652,2015,1.0,7,233757,46280,187477,"Multifamily Housing, Parking",Multifamily Housing,187477.0,Parking,46280.0,,,100.0,23.60000038,25.10000038,60.90000153,64.69999695,4433091.5,4704159.0,0.0,3233644.0,1199447.0,False,Compliant,86.25,0.37
3346,Multifamily HR (10+),High-Rise Multifamily,Cornish Commons,98121.0,7,DOWNTOWN,47.61753,-122.3362,2015,1.0,20,149976,12223,137753,"College/University, Multifamily Housing, Office, Other, Parking",Multifamily Housing,115768.0,Office,12503.0,College/University,9733.0,99.0,33.59999847,34.90000153,83.5,84.90000153,4832277.5,5026807.5,0.0,3322069.0,1510208.0,False,Compliant,103.37,0.69
3347,NonResidential,K-12 School,Hamlin Robinson School,98144.0,3,GREATER DUWAMISH,47.58831,-122.3065,2015,1.0,3,45000,0,45000,"K-12 School, Parking",K-12 School,45728.0,Parking,0.0,,,77.0,29.0,30.60000038,91.09999847,96.0,1325972.75,1397742.375,0.0,1325973.0,0.0,False,Compliant,9.24,0.21
3348,Multifamily LR (1-4),Low-Rise Multifamily,STREAM FIFTEEN,98112.0,3,EAST,47.62441,-122.313,2015,1.0,4,36685,8254,28431,,,,,,,,,30.10000038,31.5,,,820220.125,857612.6875,,,,False,Compliant,,
3349,Multifamily MR (5-9),Mid-Rise Multifamily,Rooster Apartments,98115.0,4,NORTHEAST,47.67584,-122.31803,2015,1.0,7,213952,51739,162213,"Multifamily Housing, Parking",Multifamily Housing,154913.0,Parking,135000.0,,,100.0,42.40000153,44.29999924,86.30000305,89.59999847,6562457.5,6858451.0,0.0,3099640.0,3462817.0,False,Compliant,205.52,0.96
3350,Multifamily LR (1-4),Low-Rise Multifamily,Interbay Place,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63892,-122.37582,2015,1.0,4,51095,2784,48311,"Multifamily Housing, Parking",Multifamily Housing,49324.0,Parking,2791.0,,,1.0,55.79999924,60.70000076,288.1000061,315.8999939,2751301.25,2992911.0,0.0,4525978.0,0.0,False,Compliant,31.55,0.62
3351,Multifamily LR (1-4),Low-Rise Multifamily,Vibe Apartments,98103.0,6,LAKE UNION,47.65295,-122.35593,2015,1.0,4,41403,0,41403,"Multifamily Housing, Parking",Multifamily Housing,42014.0,Parking,4941.0,,,88.0,27.89999962,28.89999962,66.0,69.30000305,1170777.125,1214942.0,0.0,739043.0,431734.0,False,Compliant,28.08,0.68
3352,Multifamily LR (1-4),Low-Rise Multifamily,Atrium Apartments,98144.0,3,CENTRAL,47.59052,-122.29208,2015,1.0,3,25442,604,24838,"Multifamily Housing, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant, Self-Storage Facility",Multifamily Housing,25052.0,Parking,5582.0,Restaurant,3530.0,,64.30000305,64.30000305,121.1999969,121.1999969,2181833.5,2181833.5,0.0,872437.0,1309396.0,False,Compliant,75.62,2.97
3353,Multifamily MR (5-9),Mid-Rise Multifamily,131910 - LIV Seattle,98105.0,4,NORTHEAST,47.66366,-122.3145,2015,1.0,7,63825,4850,58975,Multifamily Housing,Multifamily Housing,71241.0,,,,,99.0,32.79999924,35.0,78.59999847,85.40000153,2337651.25,2493278.5,0.0,1503925.0,833726.0,False,Compliant,54.76,0.86
3354,Multifamily MR (5-9),Residence Hall,Terry Hall & Maple Hall,98195.0,4,NORTHEAST,47.65577,-122.31702,2015,1.0,7,325000,0,325000,Residence Hall/Dormitory,Residence Hall/Dormitory,325000.0,,,,,69.0,50.70000076,53.59999847,109.9000015,113.0,16467486.0,17430132.0,0.0,8814581.0,7652903.0,False,Compliant,467.9,1.44
3355,Multifamily MR (5-9),Mid-Rise Multifamily,Raven Terrace,98104.0,3,EAST,47.60189,-122.32182,2015,1.0,6,86045,8908,77137,"Multifamily Housing, Other - Public Services, Parking",Multifamily Housing,78359.0,Parking,8126.0,Other - Public Services,1369.0,84.0,27.10000038,27.10000038,85.09999847,85.09999847,2161240.25,2161240.25,0.0,2161240.0,0.0,False,Compliant,15.07,0.18
3356,NonResidential,Mixed Use Property,AIBS,98109.0,7,LAKE UNION,47.62497,-122.33883,2015,1.0,6,345290,85028,260262,"Data Center, Laboratory, Museum, Office, Other, Parking",Laboratory,151523.0,Office,106498.0,Parking,84002.0,,144.5,150.8000031,333.1000061,335.7999878,39364116.0,41078600.0,0.0,23636804.0,15727308.0,False,Compliant,1000.06,2.9
3357,Multifamily MR (5-9),Mid-Rise Multifamily,Broadstone Sky,98116.0,1,SOUTHWEST,47.55976,-122.3832,2015,1.0,7,208136,58818,149318,"Multifamily Housing, Parking",Multifamily Housing,168221.0,Parking,44717.0,,,100.0,21.10000038,21.10000038,46.90000153,46.90000153,3552185.0,3552185.0,0.0,1988772.0,1563413.0,False,Compliant,96.9,0.47
3358,Multifamily LR (1-4),Low-Rise Multifamily,1806,98122.0,3,CENTRAL,47.61791,-122.3023,2014,1.0,4,20246,2580,17666,Multifamily Housing,Multifamily Housing,17666.0,,,,,99.0,44.70000076,45.0,106.0999985,106.4000015,789847.1875,795211.125,0.0,499926.0,289921.0,False,Compliant,18.88,0.93
3359,Nonresidential WA,University,Burke Museum,98195.0,4,NORTHEAST,47.66127,-122.31256,1962,1.0,1,68072,0,68072,College/University,College/University,68916.0,,,,,,46.20000076,46.20000076,144.8999939,144.8999939,3180819.25,3180819.25,0.0,3180819.0,0.0,False,Compliant,22.17,0.33
3360,Nonresidential COS,Mixed Use Property,Northgate Community Center,,5,NORTH,47.70541,-122.32232,2005,1.0,1,20616,0,20616,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare, Social/Meeting Hall",Other - Recreation,9900.0,Fitness Center/Health Club/Gym,8577.0,Pre-school/Daycare,1364.0,,30.89999962,30.89999962,97.0,97.0,636965.5,636965.5,0.0,636965.4881,0.0,False,Compliant,4.44,0.22
3361,Nonresidential COS,Other,Fire Station 06 (New),,3,CENTRAL,47.59905,-122.29787,2013,1.0,1,11685,0,11685,Prison/Incarceration,Prison/Incarceration,11685.0,,,,,,72.80000305,82.90000153,138.6000061,149.1999969,851053.8125,969142.0,0.0,347288.714,503764.9902,False,Compliant,29.18,2.5
3362,Nonresidential COS,Other,Fire Station 35 (New),,6,BALLARD,47.6933,-122.37717,2010,1.0,1,11968,0,11968,Prison/Incarceration,Prison/Incarceration,11968.0,,,,,,65.5,71.80000305,139.1999969,149.0,783423.0,858773.0,0.0,403243.1149,380179.9805,False,Compliant,23.0,1.92
